profile_id,pct_weeks_with_income,income_coefficient_of_variation,longest_dry_streak_days,trend_last_6_months,year_over_year_change,expense_to_income_ratio,ontime_bill_payment_rate,cash_buffer_days,worst_monthly_dip_pct,months_would_cover_emi_of_last_24,digital_share,cash_share,sufficiency_outcome,sufficiency_months_available,sufficiency_transactions_per_month
MSME0042,1.0,0.16880015591784334,4,0.23153175828171607,0.09503967328439043,0.7030662506655736,0.8333333333333334,13.177454511699331,0.4315668126203561,21,0.7234793128433136,0.27652068715668643,FULL,24,168.792
MSME0043,1.0,0.45282785097304246,1,0.1414044388206031,0.11635660217063244,0.2109230478416455,0.875,86.21975831557168,0.16340831685225024,24,0.8416053421661559,0.15839465783384413,FULL,24,77.5
MSME0044,0.9904761904761905,0.3582680620735852,8,0.1657694494813505,-0.15760184094721433,0.1360223330718431,0.2916666666666667,248.00947221370402,0.6094994172488102,24,0.64027732223573,0.3597226777642701,FULL,24,31.292
MSME0045,1.0,0.5155643222397331,4,-0.18177862371385217,-0.16653322946160984,0.9115865244613492,0.25,1.1397456660517575,0.6943003854797805,20,0.6821543450370863,0.3178456549629137,FULL,24,194.458
MSME0046,1.0,0.17441389103178592,2,0.03834025993726889,0.0444135737262945,0.6840974351461201,0.8333333333333334,11.508650992756282,0.16187092698842237,23,0.7213349075154323,0.27866509248456767,FULL,24,165.375
MSME0047,1.0,0.44615031671471816,2,0.1808344347041986,0.14460440516539705,0.20236708691528316,0.9583333333333334,90.75296640000131,0.18108512074065203,24,0.8172872049879161,0.18271279501208396,FULL,24,81.583
MSME0048,0.9809523809523809,0.3585421801040536,9,-0.24380744300653207,-0.10313481939272005,0.08773816242480145,0.16666666666666666,339.05411019930784,0.7207925886541331,24,0.6118861603264644,0.3881138396735356,FULL,24,30.708
MSME0049,1.0,0.39863500469438834,2,-0.06888113430462313,-0.017174499172946816,0.3469306905039873,0.9166666666666666,53.17580805879634,0.6303916023204112,23,0.7615174375979233,0.23848256240207658,FULL,24,233.542
MSME0050,0.9904761904761905,0.18248452767911857,7,0.027507382036574577,0.013026045641178171,0.6720516829513339,0.9130434782608695,11.709790937378978,0.15516989761048589,22,0.7348415247033518,0.2651584752966482,FULL,24,163.5
MSME0051,1.0,0.41421491744482536,1,0.09879594673653518,0.11392654095768733,0.1946591909796752,0.875,92.62297754070758,0.2502711001902847,24,0.8332439966924285,0.1667560033075714,FULL,24,78.75
MSME0052,1.0,0.3559475130193891,8,0.015067404870288367,-0.10075253867224532,0.15795599962079102,0.4166666666666667,178.92174512592774,0.7328316222760072,24,0.587524563972955,0.4124754360270449,FULL,24,30.958
MSME0053,1.0,0.38394390222703123,8,0.11334721853907737,0.10703733481362908,0.48774114320227746,0.875,29.65677024575228,0.4912962330484164,24,0.8538657017975456,0.14613429820245438,FULL,24,241.583
MSME0054,1.0,0.16702714395374024,2,0.14238322425687694,0.059981111118665074,0.6348265928615427,0.9166666666666666,17.220641738732773,0.26230307223784094,22,0.6984260928545833,0.3015739071454167,FULL,24,166.0
MSME0055,1.0,0.43938322006166936,1,0.1756190248680159,0.1653956118277399,0.20874302642352557,0.9166666666666666,85.82779920059214,0.2598541701362203,24,0.868395899748223,0.13160410025177707,FULL,24,80.792
MSME0056,1.0,0.22791524478181593,7,0.3885630825748299,0.3470739651090569,0.5925270256029435,0.9166666666666666,19.121666269822708,0.4263157979934892,24,0.8982663493297633,0.10173365067023661,FULL,24,44.208
MSME0057,0.9904761904761905,0.406540064945739,8,0.07480094322787116,0.07489869648671078,0.3342914271137487,0.8695652173913043,56.265552346650416,0.4355874240764946,24,0.8404375845365858,0.15956241546341424,FULL,24,235.833
MSME0058,1.0,0.2633084808506786,3,-0.1246590910908772,-0.1480346599212966,0.7209133880274958,0.5,10.443624012073634,0.5872952010905327,16,0.5921206944843636,0.40787930551563645,FULL,24,151.958
MSME0059,1.0,0.4242808001936042,7,0.07345584564335116,0.04598237941576938,0.21833605438652962,0.7916666666666666,89.45347932387541,0.3252707904519915,24,0.7238504983189765,0.2761495016810235,FULL,24,77.625
MSME0060,1.0,0.2424483783251081,7,-0.07275871543731582,-0.0010780635896356378,0.25859981833023216,0.7083333333333334,83.58176086184592,0.4877584023439715,24,0.7262137014838129,0.27378629851618713,FULL,24,40.042
MSME0061,1.0,0.3705804091918939,9,0.033345817793763735,-0.00024674613857957105,0.4011964336825769,0.75,43.2871710791004,0.41580189971281095,24,0.6429802532094111,0.35701974679058895,FULL,24,204.583
MSME0062,1.0,0.18437244981268844,5,0.14625142879518382,0.12655032940082458,0.5448211156707358,1.0,21.933630163828976,0.15029686422945637,24,0.810642052870918,0.1893579471290821,FULL,24,164.875
MSME0063,1.0,0.47471614342746427,4,-0.2234736332841977,-0.20447410172164623,0.312721566004766,0.4166666666666667,55.596643335916,0.38810972923684733,24,0.5706671234896629,0.4293328765103372,FULL,24,58.583
MSME0064,0.9809523809523809,0.2269515052688398,8,0.00024164295240086168,0.008316347346556226,0.0699876528087711,0.8333333333333334,393.9702425403482,0.48341906242939003,24,0.7510133833785652,0.2489866166214349,FULL,24,37.875
MSME0065,1.0,0.298024579352293,2,-0.1742569297837761,-0.12270291802945879,0.3868421370222532,0.5,46.986350155592426,0.37749864393526517,24,0.6599606004345268,0.34003939956547324,FULL,24,219.5
MSME0066,1.0,0.19055416155487395,2,-0.023501580790719383,-0.003120951498620932,0.6122319935104069,0.9166666666666666,17.45399414488785,0.414224931751044,22,0.7337875213598163,0.2662124786401837,FULL,24,163.417
MSME0067,1.0,0.4926098064316566,2,0.02728450467657676,-0.031136405270032353,0.28958155087747023,0.625,62.75206575266098,0.605989027033898,22,0.6799962194095746,0.3200037805904255,FULL,24,72.167
MSME0068,1.0,0.2387936235560946,6,0.0020836757689917736,-0.01797582960947825,0.04036713817418028,0.8333333333333334,702.0902187552871,0.39216686087326563,24,0.7324370739175986,0.26756292608240134,FULL,24,39.417
MSME0069,1.0,0.3789786169221921,2,0.12716084936461403,0.12819658497092695,0.5382139934085999,0.9583333333333334,25.091214277723815,0.3864817595825453,24,0.8560877270012974,0.14391227299870243,FULL,24,243.333
MSME0070,1.0,0.25490911865899585,3,0.1414968311500082,-0.028391477687878055,0.7008942170719917,0.5833333333333334,14.230198722737189,0.6547313827296304,18,0.6570875993614741,0.3429124006385258,FULL,24,153.292
MSME0071,1.0,0.37077322847181704,3,-0.056806008420631764,-0.0717258605127294,0.5785348631808742,0.5833333333333334,20.49634353063033,0.21159610983084795,24,0.7223656389735632,0.27763436102643674,FULL,24,74.625
MSME0072,1.0,0.3677894474475591,7,-0.006898996627178035,-0.20489780073890249,0.23388415080065103,0.2608695652173913,110.22783425701282,0.7404161291300496,24,0.6267557044220167,0.3732442955779834,FULL,24,31.042
MSME0073,1.0,0.37511819110471367,1,0.17153567823104957,0.15014537864125244,0.5077877795017901,1.0,29.550111088539392,0.3858267268390746,24,0.8432919659559486,0.1567080340440514,FULL,24,242.833
MSME0074,1.0,0.1537956398165363,4,0.028130446535927528,0.025594841088753845,0.606154408293613,0.9166666666666666,18.3667462471799,0.16822213686624998,22,0.7249103872201821,0.27508961277981786,FULL,24,160.708
MSME0075,1.0,0.4550458763837755,4,0.0770275101108433,0.0717972971228192,0.2184063895423206,0.6521739130434783,87.76264902269958,0.4342912685989383,24,0.7592255992855412,0.24077440071445874,FULL,24,76.917
MSME0076,1.0,0.18656956059305435,6,0.07926441210861199,0.09921294631921239,0.0418489362369063,0.875,706.9692320566821,0.32290595280953777,24,0.8276610261708933,0.1723389738291067,FULL,24,43.167
MSME0077,1.0,0.502872688460043,6,-0.379783087527144,-0.3816515916375608,0.5482214970168287,0.3333333333333333,21.911910642200123,0.6324296964638876,19,0.579197926489067,0.4208020735109329,FULL,24,188.375
MSME0078,1.0,0.23924397152802804,3,-0.17450327166268081,-0.11202187425336894,0.6730316419115326,0.5,13.79870195279417,0.6449446754538212,19,0.697349706685694,0.302650293314306,FULL,24,149.708
MSME0079,1.0,0.39154435665837783,7,-0.04272566725738358,-0.017234864711727096,0.2209222858683471,0.75,89.07770054704096,0.3631111639691976,24,0.7636106268788188,0.23638937312118122,FULL,24,74.5
MSME0080,1.0,0.23468717942828896,7,0.04442105781332902,0.027238612827728725,0.08158365221782994,0.9583333333333334,346.89439994443296,0.312567149893043,24,0.836626464024659,0.16337353597534102,FULL,24,40.375
MSME0081,1.0,0.4013935862669157,1,0.12385365027649343,0.11774761446879797,0.3488929739867868,0.9166666666666666,58.62209997471302,0.369870765055544,24,0.8260152659755868,0.1739847340244131,FULL,24,241.792
MSME0082,1.0,0.18273131301131115,1,0.1615869679233394,0.14326714194757384,0.5987032237932607,1.0,18.81520373465536,0.174761677781314,23,0.8554337090571471,0.14456629094285287,FULL,24,172.083
MSME0083,1.0,0.42640846954622263,1,-0.006784474341795871,,0.22003816748721347,1.0,76.77884529069965,0.1028736633663373,11,0.8318954053419088,0.16810459465809136,LOW_CONFIDENCE,11,79.636
MSME0084,0.9904761904761905,0.20849115332146298,9,0.1692081803237299,0.07727240571464289,0.7528074958966042,0.9166666666666666,13.545620027542219,0.32087618412050234,24,0.85235809932185,0.1476419006781499,FULL,24,41.667
MSME0085,1.0,0.39121412210165435,1,0.16354788240987003,0.13432876799026147,0.4185103165449573,0.875,42.58386629943336,0.5969932195712834,23,0.8328908839833155,0.16710911601668466,FULL,24,246.708
MSME0086,1.0,0.13941396611354895,2,0.025192921835211258,0.014273320521522186,0.5910740161932465,0.875,19.77846916920754,0.10546921384416601,24,0.7506029131819179,0.24939708681808212,FULL,24,163.167
MSME0087,1.0,0.44826686852347936,8,-0.014708784036529076,-0.05424695856172157,0.21853686670469039,0.75,89.13969502461062,0.5654784595471788,24,0.7514882436461837,0.24851175635381625,FULL,24,75.292
MSME0088,0.9904761904761905,0.20077663434715462,6,-0.09489919281341751,-0.02831709078351116,0.45062913498825724,0.75,39.5166102223379,0.532454275631491,24,0.834795633141183,0.16520436685881706,FULL,24,44.042
MSME0089,1.0,0.39895390556990973,8,0.024615764824096928,0.024936396784161617,0.3349642803663821,0.875,59.19760269966488,0.509601495387816,24,0.7497547076858612,0.2502452923141389,FULL,24,229.583
MSME0090,1.0,0.18700524696069637,3,0.15553421372749096,0.12995014819700984,0.59647036749126,0.9166666666666666,17.603347386966405,0.1732046313879964,24,0.7978071285842154,0.2021928714157845,FULL,24,172.083
MSME0091,1.0,0.45919347424079204,1,0.11681417789596026,0.1143209445553402,0.20466458483435082,0.9583333333333334,86.72523068329035,0.291523127937352,24,0.8527902968948051,0.14720970310519482,FULL,24,78.125
MSME0092,1.0,0.1760955176071117,6,0.01909923668867971,0.05047230359991329,0.7880114929725883,0.875,9.484628794055665,0.30465929419690047,24,0.8516769619337682,0.14832303806623187,FULL,24,40.167
MSME0093,1.0,0.39318929300048855,5,0.08837873167111812,0.0936930157545625,0.5659394014836359,0.9130434782608695,20.171511836644292,0.4302006920730952,24,0.8560463397404697,0.14395366025953024,FULL,24,238.792
MSME0094,1.0,0.3029578260556129,9,-0.15428181472707955,-0.21471153450935812,0.9577875350558406,0.4583333333333333,0.4635664568916766,0.7187301468604071,10,0.5561656261534065,0.44383437384659363,FULL,24,127.333
MSME0095,1.0,0.6488765164754052,4,-0.16757663205308898,-0.14143198498626042,0.3273610323737461,0.4166666666666667,45.79814631440331,0.7283869274643526,21,0.5994305863033396,0.40056941369666044,FULL,24,61.292
MSME0096,1.0,0.2234005161744173,7,0.16507340994662809,0.08269596506544867,0.08962752180602357,0.9583333333333334,309.6585408568257,0.3901751493894893,24,0.7575986686998122,0.2424013313001878,FULL,24,41.625
MSME0097,1.0,0.3904916119953071,1,0.11233451753476578,0.12283616982360135,0.3163501192895484,1.0,61.74973832699832,0.38204873672699813,24,0.828989562140349,0.1710104378596509,FULL,24,233.292
MSME0098,1.0,0.18167698112775643,8,0.07187514683203085,0.09121788601001206,0.6071870324242172,0.9583333333333334,17.538438583529818,0.17068925151287545,24,0.783123490493644,0.21687650950635592,FULL,24,164.542
MSME0099,1.0,0.5572384635575713,6,-0.329791595186317,-0.18947813761055515,0.3591336705324193,0.3333333333333333,48.08251092499104,0.6749630736587898,20,0.5915240814656819,0.40847591853431814,FULL,24,62.375
MSME0100,1.0,0.21698837822220807,8,0.008211094165542509,-0.006051516494732273,1.0971829708950125,0.4583333333333333,-4.633977343328581,0.5522329427394467,24,0.8439920535930439,0.15600794640695617,FULL,24,39.875
MSME0101,0.9285714285714286,0.2785569438466128,4,-0.04736435751537578,,0.713396264835344,0.5,8.91655405394148,0.11829098790721705,5,0.6032059148248563,0.39679408517514375,LOW_CONFIDENCE,6,194.333
MSME0102,1.0,0.1714803670771297,2,0.13503135253448983,0.1292512333940161,0.5904192685112039,1.0,18.76377760031701,0.19913707079977025,23,0.7698566261742247,0.23014337382577524,FULL,24,170.292
MSME0103,1.0,0.43383609949851454,1,0.15470363585142685,0.14169882729326325,0.29050151880846636,0.875,53.034289476570656,0.17972211882662725,24,0.8412546253841933,0.1587453746158067,FULL,24,84.208
MSME0104,1.0,0.26240259259972,6,-0.03156963499672655,-0.016014697169882165,0.09907825410998145,0.5416666666666666,297.1284129820387,0.5910988296668034,24,0.7105849077426115,0.28941509225738854,FULL,24,37.792
MSME0105,1.0,0.4181085843896737,4,-0.08927139985500934,-0.06361119756527306,0.6535138947156264,0.9166666666666666,12.30874198143682,0.5440901487519684,22,0.7962623973945294,0.20373760260547055,FULL,24,237.208
MSME0106,1.0,0.040993950072504656,1,,,0.6553137549262543,0.75,16.45329034218511,0.06752537597585513,4,0.7523943486481746,0.24760565135182538,NOT_ASSESSABLE,4,165.0
MSME0107,1.0,0.46898978922380663,5,0.12505412612734504,0.08116237204544459,0.1951062476791855,0.8333333333333334,96.01390457494723,0.3801443910537054,24,0.8269868614925163,0.1730131385074837,FULL,24,79.25
MSME0108,1.0,0.16927768433773463,5,0.10950100862704625,0.09275140751451955,0.02714896069022128,0.9583333333333334,1096.8838559009127,0.38205909316814163,24,0.7587233264439429,0.24127667355605703,FULL,24,41.833
MSME0109,1.0,0.4199806064756116,2,0.13501012791757283,0.10790865512903391,0.5825304203643202,0.9583333333333334,18.769884056446394,0.6154230986477712,23,0.7840193898026162,0.2159806101973837,FULL,24,243.833
MSME0110,1.0,0.1822111319306078,3,0.10262547205647872,0.10746304264804851,0.5874028476313489,1.0,19.513958708845923,0.2008006908382328,23,0.8295635637237332,0.17043643627626684,FULL,24,170.417
MSME0111,1.0,0.43982661599628164,2,-0.12528170259453864,-0.16278262095801,0.26661152947235967,0.75,74.91497684622152,0.585222801014571,23,0.6468159702725446,0.35318402972745544,FULL,24,76.375
MSME0112,0.9904761904761905,0.1643379429831329,8,-0.15987710583691847,-0.06062199946294812,0.1395404161558577,0.8333333333333334,187.99789610610276,0.35504569595441965,24,0.3183027721452782,0.6816972278547218,FULL,24,39.25
MSME0113,1.0,0.39525492383081096,2,0.11748115059335461,0.09171727051545346,0.3487705657818443,0.9166666666666666,53.090223151463164,0.36790467565421964,24,0.8351835009024722,0.16481649909752782,FULL,24,238.917
MSME0114,1.0,0.0568927996646733,2,-0.00015519512815139795,,0.5601564296448137,1.0,20.267069505036137,0.10736020826213995,9,0.7727552273916437,0.2272447726083562,LOW_CONFIDENCE,9,160.333
MSME0115,1.0,0.4325567871910621,1,0.10514644323910019,0.1147139896737115,0.19937031159313554,0.875,95.3361923566464,0.2068386879914048,24,0.823247498863045,0.17675250113695487,FULL,24,78.708
MSME0116,0.9904761904761905,0.27033318647718085,7,-0.13939260761600977,-0.1689399100070565,0.3265651489992263,0.5416666666666666,63.717852731269666,0.6640694934980138,24,0.7407477414089131,0.2592522585910868,FULL,24,39.5
MSME0117,1.0,0.3756042630027165,2,0.03504182445519807,0.05243851604835325,0.3599190798199341,0.8333333333333334,52.91167169486145,0.3996988834538092,24,0.7457726986687696,0.2542273013312304,FULL,24,232.458
MSME0118,1.0,0.23804772686942383,3,-0.054036172045058915,0.037744894873426686,0.6782642002514211,0.5416666666666666,13.764415181783926,0.6073925364643344,19,0.5995621817881237,0.40043781821187624,FULL,24,148.542
MSME0119,1.0,0.4080179646356572,5,0.05254180524673986,0.07873646878142701,0.21524536927438007,1.0,82.83015273064257,0.2466527161558064,24,0.8484527445346618,0.15154725546533823,FULL,24,77.042
MSME0120,1.0,0.2047890412056926,6,0.08466115385230565,0.14951386956374782,0.039518585262200465,0.9583333333333334,737.9120041693471,0.3906338100658213,24,0.8534089926180465,0.14659100738195352,FULL,24,40.625
MSME0121,1.0,0.43279307688029167,5,-0.12835983339623971,-0.07356226966537609,0.39757322223198466,0.5416666666666666,41.80399220604201,0.5274294985030759,23,0.6407197469118018,0.3592802530881981,FULL,24,215.333
MSME0122,1.0,0.20595225236518142,2,,,0.7728841980345288,1.0,12.640470209714646,0.33737158494191055,3,0.7837780946360489,0.21622190536395106,NOT_ASSESSABLE,4,173.75
MSME0123,1.0,0.44852572021829223,2,0.134958487266598,0.1406256908626378,0.19141358549228069,0.9583333333333334,99.27851821782318,0.1848281973699221,24,0.8629057032354471,0.13709429676455287,FULL,24,79.5
MSME0124,1.0,0.3002024383494874,7,-0.06352731958713624,-0.19079176440876588,0.8037733833850694,0.625,10.261413743264853,0.6746008792626038,24,0.7939418861609764,0.20605811383902362,FULL,24,42.625
MSME0125,1.0,0.3842191725295573,2,0.030610648740250386,0.023286760900645402,0.3490828602827179,0.7083333333333334,54.13091927180268,0.368887558017667,24,0.7350141803303042,0.2649858196696959,FULL,24,236.917
MSME0126,1.0,0.19891759738216153,7,0.05641894367008129,0.035432337753559716,0.6484665807924189,0.8333333333333334,15.51338303331664,0.3037812184907436,21,0.8054185509475418,0.19458144905245814,FULL,24,165.833
MSME0127,1.0,0.4415148246204696,1,0.08800561793815749,0.10035734574892924,0.20602213505994926,0.9583333333333334,84.00432829753028,0.20385404361938525,24,0.8416054847358017,0.1583945152641983,FULL,24,78.167
MSME0128,1.0,0.20864696467526073,8,0.19821885714360474,0.11691553208661956,0.132822490795809,0.4583333333333333,202.44102119257764,0.5363522334715466,24,0.6791066903376306,0.32089330966236945,FULL,24,37.458
MSME0129,1.0,0.360116032190965,3,0.15532506375474067,0.13245377262614458,0.44351232123474943,0.9166666666666666,42.272064696861506,0.6404945141307589,23,0.7506280877768025,0.24937191222319754,FULL,24,232.458
MSME0130,1.0,0.15407205270794333,6,0.18021030102515453,0.15385369939052762,0.562756116085239,0.9565217391304348,19.46638702553394,0.1207981869398474,24,0.8442074212438464,0.1557925787561536,FULL,24,165.917
MSME0131,1.0,0.4396021066669587,1,0.054988496948526464,0.05045177298645143,0.20866222145891478,0.75,93.00145966445929,0.19415634935919956,24,0.778892545561819,0.22110745443818103,FULL,24,79.833
MSME0132,0.9619047619047619,0.36554576879385225,14,-0.31032079028240833,-0.23736271632564776,0.21362927284737454,0.3333333333333333,141.8416385205795,0.822392342891666,23,0.5997335595856521,0.40026644041434795,FULL,24,30.958
